price,model_year,model,condition,cylinders,fuel,odometer,transmission,paint_color,is_4wd,date_posted,days_listed
1200,2005,pickup,fair,6.0,gas,,automatic,white,True,2023-12-01,53
1700,2010,truck,fair,4.0,gas,282932.0,automatic,grey,False,2024-01-30,29
16300,2019,SUV,excellent,4.0,gas,57434.0,automatic,white,False,2023-03-30,55
1100,2011,SUV,salvage,6.0,gas,182378.0,automatic,green,False,2024-08-24,45
28700,2022,SUV,like new,6.0,gas,10189.0,manual,brown,True,2022-01-28,1
2400,2009,SUV,good,6.0,diesel,283196.0,manual,black,True,2024-03-27,95
9100,2019,van,good,6.0,gas,64626.0,automatic,green,False,2023-12-11,59
5100,2014,truck,fair,8.0,gas,171037.0,automatic,silver,False,2023-11-20,87
23300,2020,truck,excellent,8.0,gas,,automatic,red,False,2023-08-30,143
32400,2021,pickup,like new,6.0,gas,17782.0,automatic,silver,True,2022-06-16,2
27500,2023,coupe,like new,4.0,gas,9495.0,automatic,white,False,2024-05-27,85
7200,2019,hatchback,good,4.0,gas,64358.0,automatic,black,False,2023-02-03,14
12700,2021,coupe,excellent,6.0,gas,54016.0,automatic,white,False,2022-08-06,52
7500,2017,truck,good,6.0,gas,129553.0,other,grey,False,2022-04-25,7
23900,2024,sedan,new,4.0,gas,222.0,manual,grey,False,2022-10-04,55
2000,2015,other,fair,6.0,gas,122342.0,manual,white,False,2024-08-18,35
24700,2023,truck,excellent,6.0,gas,19451.0,automatic,red,False,2022-10-04,39
2900,2011,truck,fair,8.0,gas,196931.0,automatic,black,False,2024-04-17,45
1200,2009,sedan,fair,4.0,gas,157236.0,automatic,grey,False,2024-10-07,14
3000,2010,convertible,good,6.0,gas,172532.0,automatic,,True,2023-02-27,17
2000,2005,truck,good,6.0,gas,193613.0,automatic,black,True,2022-04-03,15
1700,2008,truck,fair,8.0,diesel,254897.0,automatic,black,False,2022-07-28,13
5200,2017,sedan,fair,6.0,gas,56117.0,automatic,black,False,2022-10-13,121
700,2006,hatchback,fair,6.0,gas,150809.0,automatic,silver,,2022-08-01,19
21900,2023,sedan,like new,4.0,gas,,automatic,silver,False,2022-12-20,20
1000,2012,offroad,salvage,,gas,144836.0,automatic,silver,False,2024-09-23,5
500,2008,coupe,salvage,4.0,gas,240390.0,automatic,white,False,2024-08-29,7
8000,2016,SUV,good,4.0,gas,59506.0,automatic,white,True,2022-05-26,20
2226,2017,truck,good,4.0,gas,75473.0,automatic,white,False,2023-03-07,42
13800,2020,truck,good,6.0,diesel,77318.0,automatic,black,False,2022-08-30,47
500,2006,SUV,fair,6.0,gas,747824.0,automatic,black,False,2022-05-16,25
4500,2014,convertible,fair,6.0,gas,119007.0,automatic,silver,False,2022-10-09,6
4600,2016,sedan,good,4.0,gas,111787.0,automatic,black,True,2023-07-07,64
1800,2011,coupe,fair,4.0,gas,150842.0,automatic,white,True,2024-12-25,30
86488,2018,truck,good,8.0,gas,80408.0,automatic,black,True,2022-06-30,60
5200,2014,pickup,good,8.0,gas,157858.0,manual,silver,False,2023-07-09,8
4000,2009,truck,good,8.0,gas,149732.0,automatic,silver,True,2023-04-26,53
92,2004,van,salvage,6.0,gas,278022.0,automatic,grey,False,2024-04-20,43
1400,2009,coupe,fair,4.0,gas,232377.0,automatic,white,False,2022-11-02,157
24200,2020,pickup,excellent,8.0,gas,56711.0,automatic,brown,True,2024-05-12,72
4600,2019,sedan,fair,4.0,gas,74935.0,manual,white,False,2024-08-30,23
18600,2022,van,good,4.0,gas,26847.0,automatic,purple,True,2024-01-14,14
7800,2017,pickup,good,6.0,gas,96089.0,manual,white,False,2023-10-25,2
17600,2022,coupe,good,4.0,gas,24523.0,automatic,white,False,2024-04-14,45
3300,2014,van,fair,6.0,gas,131928.0,automatic,blue,False,2022-12-13,1
2500,2013,sedan,good,6.0,gas,183815.0,automatic,blue,False,2023-05-15,53
124,2006,coupe,fair,6.0,gas,214047.0,other,white,False,2024-07-25,3
1500,2011,truck,fair,6.0,gas,429089.0,automatic,blue,False,2023-10-22,83
11200,2021,pickup,good,8.0,diesel,124050.0,automatic,black,True,2022-11-02,2
7100,2018,coupe,good,,gas,83807.0,automatic,yellow,False,2024-08-11,68
300,2005,SUV,fair,6.0,gas,145565.0,automatic,white,True,2024-02-11,87
9700,2017,SUV,excellent,8.0,gas,118814.0,automatic,silver,False,2022-03-30,36
18900,2020,truck,excellent,4.0,diesel,48073.0,manual,black,False,2023-03-21,38
2400,2008,truck,good,8.0,gas,210013.0,automatic,black,False,2022-06-25,44
9400,2016,pickup,good,6.0,hybrid,111915.0,automatic,white,False,2023-11-25,46
4181,2018,SUV,good,6.0,gas,73224.0,automatic,white,True,2023-07-22,66
1100,2012,van,salvage,6.0,electric,194542.0,automatic,black,False,2024-01-29,1
3400,2013,sedan,good,4.0,gas,132349.0,automatic,white,False,2022-04-10,77
36100,2024,SUV,like new,4.0,gas,0.0,automatic,silver,False,2022-10-01,36
1486,2013,pickup,good,8.0,diesel,132993.0,automatic,blue,False,2024-06-11,17
5600,2016,convertible,fair,8.0,hybrid,82267.0,manual,grey,False,2024-01-02,90
18000,2020,pickup,good,4.0,diesel,45968.0,automatic,red,False,2022-12-30,54
6400,2015,SUV,good,,gas,96817.0,manual,white,False,2024-03-15,23
10400,2020,pickup,excellent,8.0,gas,122296.0,manual,red,False,2022-04-29,74
600,2005,coupe,fair,4.0,gas,315608.0,automatic,black,False,2023-01-25,44
1200,2008,sedan,fair,4.0,gas,139747.0,automatic,white,True,2022-06-12,87
1300,2006,SUV,fair,6.0,gas,196010.0,automatic,black,False,2023-03-14,4
2800,2015,sedan,fair,6.0,gas,143707.0,automatic,white,True,2023-07-21,36
7500,2015,convertible,good,6.0,gas,117789.0,automatic,grey,False,2024-09-27,15
600,2004,sedan,fair,4.0,gas,348050.0,automatic,grey,False,2023-08-11,54
1400,2007,truck,fair,6.0,gas,238809.0,automatic,silver,False,2024-09-12,46
1700,2004,truck,good,6.0,gas,223649.0,automatic,grey,True,2024-04-06,45
500,1996,SUV,salvage,4.0,diesel,441419.0,automatic,white,True,2023-01-09,72
10900,2020,sedan,good,4.0,gas,54384.0,automatic,grey,True,2022-05-26,35
1100,2010,sedan,fair,4.0,gas,,automatic,grey,False,2024-11-22,69
1100,2010,SUV,salvage,8.0,gas,115356.0,automatic,black,True,2023-07-21,77
600,2007,truck,salvage,6.0,gas,192503.0,automatic,white,False,2023-01-06,14
23000,2021,offroad,excellent,3.0,gas,36009.0,automatic,red,True,2024-01-02,4
32300,2023,sedan,new,4.0,electric,288.0,automatic,yellow,False,2023-04-23,50
500,1993,sedan,salvage,6.0,gas,410322.0,automatic,silver,False,2024-09-06,2
2000,2013,van,fair,6.0,gas,175148.0,manual,grey,False,2023-02-26,36
1400,2007,convertible,fair,6.0,gas,196565.0,automatic,blue,True,2024-09-15,35
1800,2008,SUV,fair,8.0,hybrid,187712.0,automatic,grey,False,2024-11-20,29
4229,2004,sedan,fair,6.0,gas,189847.0,automatic,white,False,2023-09-20,10
7100,2016,truck,fair,6.0,gas,115732.0,automatic,green,True,2022-03-25,24
3800,2013,truck,fair,8.0,gas,121933.0,manual,white,True,2022-08-05,40
7200,2020,sedan,fair,4.0,hybrid,57958.0,automatic,white,False,2023-08-22,82
7900,2018,SUV,fair,4.0,gas,,automatic,black,False,2022-04-12,45
5800,2016,sedan,good,4.0,gas,81886.0,automatic,purple,False,2023-11-03,22
6900,2017,van,good,4.0,gas,71466.0,automatic,grey,False,2022-01-31,46
3400,2013,sedan,good,,hybrid,106822.0,automatic,white,False,2022-07-22,54
3300,2012,SUV,fair,4.0,gas,130867.0,automatic,yellow,False,2022-08-29,176
800,2009,truck,salvage,4.0,gas,200234.0,automatic,purple,False,2023-11-09,53
3900,2014,mini-van,fair,6.0,gas,86237.0,automatic,white,False,2024-02-10,104
500,2005,hatchback,salvage,4.0,gas,239352.0,manual,brown,False,2024-11-07,37
13100,2022,hatchback,good,4.0,gas,30704.0,automatic,blue,True,2023-08-09,137
1500,2004,pickup,good,6.0,diesel,371479.0,automatic,silver,False,2022-02-13,37
29500,2023,van,new,6.0,gas,273.0,automatic,purple,False,2022-10-01,42
30800,2024,SUV,excellent,4.0,gas,100.0,automatic,blue,True,2024-05-23,37
800,2004,wagon,fair,6.0,gas,189751.0,automatic,silver,False,2022-11-09,62
2500,2011,truck,fair,4.0,diesel,237940.0,automatic,silver,False,2024-10-21,44
2100,2010,SUV,fair,6.0,gas,199726.0,automatic,brown,False,2023-04-03,60
9300,2019,wagon,excellent,4.0,gas,85515.0,automatic,red,False,2022-09-18,49
3700,2012,SUV,good,6.0,gas,193433.0,automatic,silver,False,2022-10-23,148
13500,2019,SUV,good,6.0,gas,45836.0,automatic,blue,True,2023-04-11,58
46200,2023,pickup,like new,6.0,diesel,5953.0,automatic,grey,False,2022-07-01,44
600,2009,van,fair,6.0,gas,612600.0,manual,black,False,2023-01-10,23
4600,2015,pickup,fair,,gas,112641.0,automatic,silver,False,2022-10-08,44
10400,2017,pickup,good,6.0,hybrid,82794.0,automatic,yellow,False,2022-08-14,26
2000,2014,hatchback,fair,6.0,gas,184464.0,automatic,blue,False,2022-08-13,15
10300,2017,truck,good,6.0,gas,98896.0,automatic,white,False,2023-11-16,63
29300,2023,van,new,6.0,gas,177.0,automatic,blue,,2022-02-11,57
10500,2020,convertible,fair,4.0,gas,41060.0,automatic,white,False,2022-10-28,49
46200,2023,truck,like new,8.0,gas,9609.0,automatic,blue,False,2023-08-15,41
3600,2012,SUV,good,4.0,gas,177747.0,automatic,red,False,2022-12-11,79
19600,2022,SUV,good,6.0,gas,26190.0,automatic,black,False,2022-06-26,127
21800,2023,mini-van,excellent,6.0,gas,13631.0,automatic,silver,False,2024-03-15,36
7400,2018,SUV,fair,6.0,gas,85418.0,automatic,silver,False,2022-09-22,86
1100,2005,coupe,good,6.0,gas,212586.0,automatic,black,False,2022-12-25,31
13500,2021,sedan,excellent,4.0,gas,34349.0,automatic,purple,False,2023-06-18,43
39600,2024,offroad,new,6.0,gas,85.0,automatic,white,True,2022-05-16,56
9900,2017,coupe,excellent,6.0,gas,62041.0,automatic,black,False,2023-03-20,35
5900,2013,truck,good,6.0,gas,103040.0,automatic,black,False,2023-03-18,20
12200,2021,coupe,good,4.0,gas,37581.0,manual,grey,False,2023-08-21,28
3900,2014,hatchback,good,4.0,gas,106370.0,automatic,grey,False,2022-10-02,5
22700,2021,SUV,excellent,6.0,gas,30119.0,automatic,green,False,2023-04-12,87
2000,2010,van,good,6.0,gas,283542.0,automatic,grey,False,2023-05-14,4
19400,2022,sedan,like new,4.0,gas,14359.0,automatic,black,False,2022-09-27,162
19100,2022,convertible,excellent,8.0,gas,28785.0,manual,blue,False,2023-03-20,42
1600,2009,sedan,good,6.0,gas,186651.0,automatic,grey,False,2024-07-12,19
3400,2011,SUV,good,6.0,gas,164425.0,automatic,black,False,2024-05-14,80
6300,2018,sedan,good,4.0,gas,93427.0,automatic,red,False,2024-08-06,135
1800,2009,sedan,good,4.0,gas,,automatic,silver,False,2023-09-27,80
13600,2017,SUV,excellent,8.0,hybrid,76321.0,automatic,grey,True,2022-06-28,95
3800,2013,pickup,fair,6.0,gas,127959.0,automatic,silver,False,2023-04-03,66
8800,2017,van,excellent,6.0,gas,89459.0,automatic,grey,False,2024-11-04,12
2200,2014,wagon,fair,4.0,gas,162009.0,manual,white,False,2022-08-20,71
7900,2018,sedan,excellent,4.0,gas,89888.0,automatic,white,False,2024-10-25,60
2900,2011,pickup,fair,8.0,diesel,143907.0,automatic,silver,False,2024-07-25,21
37901,2020,sedan,good,4.0,gas,38083.0,automatic,black,False,2024-11-27,32
2000,2012,van,fair,6.0,gas,,automatic,,False,2023-06-03,3
1300,2010,sedan,fair,4.0,gas,165932.0,automatic,red,False,2023-11-09,4
14100,2020,pickup,good,4.0,gas,57011.0,automatic,black,False,2024-12-15,85
22700,2021,truck,excellent,4.0,diesel,53925.0,automatic,white,False,2023-10-31,88
4500,2015,coupe,good,6.0,gas,112099.0,automatic,silver,False,2022-04-13,69
4300,2014,SUV,fair,6.0,gas,170749.0,automatic,white,True,2023-05-04,32
1100,2006,SUV,fair,6.0,gas,220985.0,automatic,black,False,2024-01-12,5
800,2012,sedan,salvage,4.0,gas,100508.0,automatic,blue,False,2023-06-05,148
900,2004,SUV,fair,6.0,gas,189591.0,other,,False,2022-03-19,79
10900,2017,pickup,good,8.0,gas,73778.0,automatic,white,False,2022-02-07,18
16700,2022,sedan,like new,4.0,gas,18736.0,automatic,white,False,2022-06-11,74
40200,2024,pickup,excellent,6.0,gas,,automatic,black,False,2024-06-17,90
1200,2008,pickup,good,6.0,gas,655145.0,manual,blue,True,2023-05-31,25
1400,2011,SUV,fair,6.0,gas,511073.0,automatic,grey,False,2023-04-07,47
900,2008,SUV,good,6.0,gas,508992.0,manual,white,False,2023-11-03,2
500,2005,sedan,salvage,4.0,gas,238320.0,automatic,silver,False,2023-04-08,143
12700,2020,truck,fair,8.0,diesel,47054.0,manual,white,False,2023-02-02,26
3500,2009,pickup,good,8.0,gas,153013.0,automatic,white,False,2023-01-25,56
5600,2016,van,excellent,6.0,gas,157252.0,manual,white,False,2023-05-04,23
6200,2016,pickup,fair,6.0,gas,98437.0,automatic,red,True,2022-07-13,24
2000,2012,mini-van,fair,6.0,gas,122169.0,other,black,False,2023-05-19,29
1700,2009,convertible,fair,4.0,gas,167665.0,automatic,blue,False,2022-01-31,153
2900,2011,truck,fair,6.0,diesel,114733.0,automatic,white,False,2023-05-03,71
1700,2005,truck,good,8.0,gas,294382.0,automatic,silver,True,2024-05-20,50
3164,2022,sedan,like new,6.0,electric,15024.0,automatic,custom,False,2022-01-26,42
1200,2011,SUV,fair,6.0,gas,509808.0,automatic,silver,False,2022-10-17,11
3200,2012,SUV,fair,6.0,diesel,128633.0,automatic,silver,True,2023-05-04,8
2000,2011,mini-van,fair,4.0,gas,171340.0,manual,green,False,2022-04-03,29
9800,2021,offroad,excellent,4.0,gas,126357.0,manual,black,True,2023-12-23,7
12400,2020,truck,fair,4.0,gas,45302.0,automatic,white,False,2023-06-05,8
1100,2004,SUV,fair,8.0,gas,364042.0,automatic,grey,False,2024-05-14,123
28500,2021,SUV,excellent,8.0,gas,37257.0,automatic,red,True,2024-12-10,6
14600,2019,offroad,good,6.0,diesel,44412.0,manual,silver,False,2022-07-10,2
43900,2023,pickup,like new,4.0,diesel,5314.0,automatic,black,True,2024-12-17,75
1300,2009,sedan,fair,6.0,diesel,172113.0,automatic,black,False,2023-10-13,6
1000,2000,pickup,fair,6.0,gas,456036.0,automatic,silver,False,2024-05-10,169
700,2004,coupe,fair,4.0,gas,223466.0,manual,silver,True,2024-12-15,58
6800,2019,sedan,good,4.0,gas,91727.0,manual,silver,False,2022-11-22,65
16000,2018,truck,good,6.0,gas,58662.0,automatic,red,True,2022-11-24,66
2000,2011,hatchback,good,6.0,electric,165777.0,automatic,yellow,False,2022-06-09,2
4900,2015,SUV,fair,4.0,gas,124295.0,automatic,blue,False,2022-02-04,7
5800,2017,offroad,fair,6.0,gas,109789.0,manual,black,True,2022-10-08,9
10100,2017,pickup,excellent,4.0,gas,88171.0,automatic,silver,False,2024-06-01,65
700,1993,hatchback,fair,4.0,gas,319288.0,automatic,white,True,2023-07-07,73
1600,2007,convertible,fair,8.0,gas,182396.0,automatic,grey,True,2023-08-18,72
8800,2019,wagon,excellent,3.0,gas,82102.0,automatic,,False,2024-05-22,51
1900,2008,van,good,4.0,electric,185374.0,automatic,yellow,False,2024-07-10,64
6300,2016,coupe,good,4.0,gas,108666.0,automatic,orange,False,2024-02-08,29
1400,2008,coupe,good,4.0,gas,221198.0,automatic,white,False,2024-03-26,43
52800,2024,pickup,new,8.0,diesel,298.0,automatic,silver,False,2024-05-17,114
23300,2023,other,new,3.0,gas,405.0,automatic,black,False,2023-12-13,23
2400,2011,SUV,fair,4.0,hybrid,183565.0,automatic,blue,False,2023-05-24,43
1100,1996,SUV,fair,6.0,gas,397015.0,automatic,red,True,2024-06-11,27
7000,2017,truck,fair,6.0,gas,136054.0,automatic,silver,True,2023-05-17,52
3500,2017,sedan,fair,4.0,gas,98736.0,automatic,grey,False,2023-09-04,42
6800,2014,SUV,good,8.0,gas,94596.0,automatic,white,False,2024-09-14,83
8600,2019,wagon,excellent,4.0,gas,69715.0,manual,green,False,2024-08-02,81
4000,2015,coupe,good,6.0,gas,147128.0,automatic,silver,False,2022-12-13,33
3400,2008,truck,good,,diesel,130646.0,automatic,purple,False,2023-10-01,1
500,2005,SUV,salvage,6.0,gas,260790.0,automatic,silver,False,2024-08-02,40
3300,2010,truck,fair,8.0,diesel,137468.0,automatic,white,False,2022-09-28,13
600,2013,SUV,salvage,6.0,gas,334766.0,manual,white,False,2023-12-12,62
35100,2023,pickup,like new,6.0,gas,9425.0,manual,white,True,2023-10-02,53
1668,2016,SUV,fair,8.0,gas,79959.0,automatic,black,False,2024-05-07,20
3400,2012,pickup,fair,8.0,gas,167255.0,automatic,white,True,2022-01-14,25
18100,2019,truck,good,6.0,hybrid,49367.0,automatic,white,True,2024-03-19,52
4700,2014,truck,fair,6.0,gas,124110.0,automatic,black,False,2024-03-02,119
1207,2016,wagon,fair,4.0,electric,80604.0,automatic,black,False,2023-02-03,74
10400,2016,pickup,good,8.0,diesel,97998.0,manual,silver,False,2023-01-24,15
1800,2012,hatchback,good,6.0,gas,202860.0,automatic,blue,False,2023-10-20,14
4400,2014,SUV,good,6.0,gas,166841.0,manual,green,False,2024-05-15,6
16500,2019,truck,excellent,6.0,gas,62225.0,automatic,white,True,2022-01-23,35
2900,2013,van,fair,,hybrid,147379.0,automatic,brown,False,2022-04-06,2
7500,2018,sedan,excellent,4.0,electric,113643.0,automatic,grey,True,2024-11-17,37
10500,2020,sedan,good,4.0,gas,49847.0,automatic,silver,False,2024-12-25,46
2200,2010,sedan,good,4.0,gas,164897.0,automatic,white,False,2023-04-27,81
33200,2023,SUV,like new,8.0,gas,9813.0,manual,grey,False,2022-02-25,29
48100,2023,pickup,new,6.0,gas,398.0,manual,orange,True,2023-03-01,18
1400,2005,SUV,fair,8.0,gas,200844.0,automatic,black,True,2024-06-11,74
1300,2009,SUV,fair,4.0,gas,275316.0,automatic,black,True,2023-04-09,27
1600,2011,sedan,fair,4.0,gas,135954.0,automatic,red,True,2023-12-05,18
23400,2022,truck,good,6.0,gas,15606.0,manual,black,True,2022-01-20,4
10200,2020,sedan,excellent,4.0,gas,64302.0,automatic,black,,2024-10-04,2
2900,2009,pickup,good,8.0,hybrid,203766.0,automatic,grey,False,2024-02-26,3
17900,2020,SUV,good,4.0,gas,35850.0,automatic,black,True,2024-10-11,6
2200,2010,truck,fair,4.0,gas,183492.0,automatic,black,False,2023-10-02,8
2600,2013,sedan,good,4.0,gas,176780.0,manual,white,False,2022-07-12,148
2500,2010,coupe,good,4.0,hybrid,167555.0,automatic,white,False,2024-05-02,29
700,2006,sedan,fair,4.0,gas,178038.0,automatic,black,False,2022-04-07,34
8900,2018,van,excellent,6.0,gas,103640.0,automatic,black,False,2023-06-01,30
12300,2020,truck,fair,8.0,gas,47183.0,automatic,silver,False,2024-08-31,86
1900,2008,SUV,good,6.0,gas,266181.0,automatic,white,False,2023-02-21,54
27000,2021,truck,like new,6.0,gas,17251.0,manual,white,True,2022-07-28,37
3100,2015,sedan,fair,6.0,gas,94570.0,automatic,white,False,2024-09-04,26
14100,2022,coupe,good,4.0,gas,27147.0,automatic,blue,,2023-11-10,19
19900,2022,pickup,good,6.0,gas,33535.0,manual,black,False,2022-07-29,90
32900,2023,convertible,new,4.0,gas,39.0,manual,black,False,2024-12-06,155
700,2005,wagon,fair,4.0,gas,156028.0,automatic,white,False,2022-08-01,44
1600,2014,offroad,salvage,4.0,gas,163626.0,automatic,red,True,2022-01-16,47
25000,2023,van,like new,4.0,gas,6007.0,automatic,red,False,2024-07-06,29
36800,2024,SUV,new,4.0,gas,44.0,automatic,white,True,2022-11-16,38
2500,2012,SUV,fair,6.0,gas,127169.0,manual,blue,False,2023-09-20,85
13900,2020,SUV,good,6.0,gas,66849.0,automatic,,True,2022-09-27,125
1800,2013,hatchback,fair,4.0,gas,141020.0,manual,grey,False,2023-09-09,6
14900,2021,SUV,good,6.0,gas,45216.0,manual,white,False,2024-02-18,38
500,2005,SUV,salvage,6.0,gas,228770.0,automatic,grey,True,2024-08-09,65
10200,2019,pickup,fair,6.0,hybrid,82333.0,automatic,silver,True,2022-01-29,17
23900,2024,sedan,like new,4.0,gas,0.0,automatic,custom,False,2023-07-24,1
2200,2008,SUV,good,6.0,gas,187389.0,manual,brown,True,2023-02-10,1
1200,2005,offroad,fair,4.0,gas,225363.0,automatic,brown,True,2023-03-30,41
2300,2010,pickup,fair,6.0,diesel,177895.0,automatic,black,True,2024-06-03,63
22400,2022,convertible,good,8.0,gas,20664.0,manual,white,False,2023-10-20,47
1600,2013,truck,salvage,6.0,gas,155349.0,automatic,white,False,2023-06-06,63
2000,2011,SUV,fair,4.0,gas,224200.0,automatic,white,True,2024-10-01,246
500,2006,SUV,salvage,6.0,gas,221864.0,automatic,grey,True,2024-03-25,147
3600,2012,wagon,good,4.0,gas,96451.0,automatic,blue,False,2023-12-09,81
3700,2015,wagon,fair,4.0,gas,,automatic,white,True,2022-06-08,84
11100,2020,coupe,good,6.0,gas,46757.0,automatic,white,False,2022-08-05,153
700,2006,SUV,fair,6.0,hybrid,590249.0,automatic,black,False,2024-09-15,80
2500,2013,sedan,good,4.0,gas,210632.0,automatic,white,,2024-03-23,81
5700,2015,pickup,fair,6.0,gas,140345.0,automatic,grey,True,2024-05-13,111
14600,2020,coupe,excellent,4.0,gas,52122.0,automatic,grey,True,2024-10-05,69
500,2005,SUV,salvage,8.0,gas,335142.0,automatic,white,True,2024-12-22,7
1600,2014,sedan,fair,4.0,gas,,automatic,black,False,2023-12-19,70
4100,2016,coupe,fair,4.0,gas,88679.0,automatic,white,False,2024-10-15,64
10300,2017,SUV,good,8.0,gas,54929.0,manual,blue,False,2023-03-28,17
51500,2023,truck,new,6.0,gas,300.0,automatic,silver,True,2022-01-29,63
1300,2014,SUV,salvage,4.0,gas,179851.0,automatic,green,False,2023-07-22,47
7500,2018,sedan,excellent,4.0,gas,66144.0,automatic,white,False,2023-06-08,8
14000,2019,pickup,good,8.0,gas,62637.0,automatic,blue,False,2023-03-01,37
2100,2012,convertible,fair,4.0,gas,278954.0,automatic,white,False,2023-08-01,14
2900,2012,sedan,good,6.0,gas,113030.0,automatic,silver,False,2023-10-29,21
9800,2016,pickup,good,4.0,gas,81220.0,automatic,,True,2024-06-16,113
12300,2019,pickup,fair,6.0,diesel,57584.0,automatic,white,False,2024-06-18,50
3900,2013,SUV,good,6.0,gas,182425.0,automatic,black,False,2024-12-07,35
54600,2024,pickup,new,6.0,diesel,37.0,automatic,grey,True,2023-02-11,30
1900,2010,SUV,fair,6.0,gas,144496.0,manual,grey,False,2024-04-12,7
5400,2013,pickup,good,6.0,gas,108323.0,automatic,blue,True,2023-09-25,1
600,2005,hatchback,fair,6.0,gas,321792.0,automatic,red,True,2022-08-19,46
23000,2024,coupe,excellent,6.0,gas,100.0,automatic,silver,False,2024-08-31,53
4300,2013,sedan,good,4.0,gas,89042.0,automatic,red,True,2023-09-02,25
4400,2015,sedan,good,6.0,gas,108772.0,automatic,grey,False,2023-08-11,11
5200,2015,SUV,fair,6.0,electric,165411.0,automatic,silver,False,2024-10-20,6
41700,2023,pickup,excellent,6.0,gas,9375.0,automatic,grey,True,2023-08-02,39
7900,2020,sedan,fair,4.0,hybrid,43478.0,manual,red,False,2022-08-17,10
2500,2011,truck,fair,6.0,diesel,246081.0,automatic,grey,True,2023-05-07,132
700,2008,SUV,salvage,8.0,gas,159936.0,automatic,blue,False,2022-12-09,77
35700,2024,pickup,like new,8.0,diesel,,manual,black,False,2023-11-07,14
1400,2007,SUV,fair,6.0,gas,236008.0,automatic,blue,False,2024-11-20,75
1200,2012,van,fair,6.0,gas,515269.0,automatic,black,False,2023-12-19,17
50400,2023,truck,new,4.0,diesel,473.0,automatic,silver,True,2022-02-27,20
2400,2012,mini-van,good,6.0,gas,227556.0,automatic,black,False,2022-09-03,44
2200,2013,wagon,fair,8.0,gas,,automatic,silver,False,2022-01-08,21
15200,2019,truck,good,6.0,gas,82420.0,automatic,black,False,2023-06-27,2
24700,2022,pickup,excellent,6.0,gas,23502.0,automatic,silver,False,2023-12-18,24
5400,2015,pickup,fair,4.0,diesel,105383.0,automatic,purple,False,2022-04-10,48
600,2007,van,fair,6.0,diesel,795406.0,automatic,silver,False,2022-05-06,40
8800,2016,truck,good,6.0,diesel,85007.0,automatic,white,False,2022-07-26,100
6700,2019,wagon,fair,4.0,gas,76862.0,automatic,white,False,2023-12-14,87
3800,2016,van,fair,6.0,gas,117147.0,automatic,black,False,2024-01-05,15
4400,2012,truck,good,6.0,hybrid,174610.0,manual,white,False,2024-01-15,48
8500,2015,truck,good,6.0,diesel,128396.0,automatic,custom,False,2022-04-22,78
3100,2013,SUV,fair,6.0,gas,150482.0,automatic,brown,False,2022-04-05,78
11200,2016,truck,good,6.0,gas,79277.0,automatic,black,False,2022-09-27,56
4400,2012,offroad,good,5.0,gas,145722.0,automatic,white,True,2023-09-21,36
12200,2020,coupe,excellent,4.0,gas,55449.0,automatic,white,False,2022-01-28,1
22700,2021,SUV,good,8.0,hybrid,41166.0,automatic,white,,2024-04-11,135
9000,2016,SUV,excellent,4.0,gas,125597.0,manual,silver,True,2023-06-25,1
38600,2024,SUV,new,4.0,gas,482.0,manual,blue,True,2023-12-18,40
6100,2017,van,good,6.0,gas,90192.0,automatic,silver,False,2022-08-27,8
6400,2017,sedan,good,6.0,gas,96299.0,automatic,black,True,2024-06-29,160
1398,2017,other,excellent,5.0,hybrid,63859.0,automatic,grey,False,2024-12-22,30
4400,2013,SUV,fair,6.0,gas,,automatic,green,False,2023-03-18,89
16900,2020,SUV,good,8.0,gas,39801.0,automatic,black,False,2023-06-16,42
600,2007,SUV,salvage,8.0,hybrid,212191.0,automatic,silver,,2023-05-05,86
500,2007,van,fair,4.0,gas,568023.0,automatic,grey,False,2023-12-23,84
500,2004,other,salvage,6.0,electric,210926.0,automatic,brown,False,2024-01-14,36
11800,2020,sedan,good,6.0,gas,35278.0,automatic,silver,False,2022-04-24,36
6600,2019,van,fair,6.0,gas,93431.0,automatic,grey,False,2024-03-06,136
1382,2021,sedan,like new,,hybrid,81781.0,automatic,white,True,2023-05-06,33
8200,2015,truck,good,6.0,diesel,89135.0,automatic,black,False,2023-08-31,78
2000,2009,pickup,fair,8.0,gas,234123.0,automatic,,True,2023-12-20,12
8600,2016,SUV,good,8.0,gas,113027.0,automatic,silver,False,2024-08-04,34
4800,2014,pickup,fair,6.0,diesel,87311.0,manual,black,False,2023-08-17,8
1500,2011,sedan,fair,6.0,gas,180825.0,automatic,purple,False,2023-01-11,14
1000,2008,wagon,fair,3.0,gas,188463.0,manual,silver,False,2022-07-21,2
4000,2012,SUV,good,4.0,gas,204212.0,automatic,silver,True,2023-09-17,32
2300,2010,wagon,good,4.0,gas,153477.0,automatic,grey,False,2024-06-12,87
5622,2023,SUV,new,4.0,gas,452.0,automatic,silver,False,2024-10-18,18
4100,2016,sedan,good,6.0,gas,131005.0,automatic,silver,False,2022-10-13,77
4500,2013,pickup,fair,6.0,electric,97855.0,automatic,blue,False,2023-07-18,17
2000,2009,SUV,fair,8.0,hybrid,251230.0,automatic,black,False,2023-07-16,2
1800,2007,truck,fair,6.0,electric,284172.0,automatic,silver,False,2022-11-28,40
9300,2015,truck,good,6.0,gas,116604.0,automatic,silver,True,2022-05-16,8
500,2005,sedan,salvage,6.0,gas,307924.0,automatic,white,False,2024-06-06,40
